label,text
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
ham,I'm also came to room.
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Sleeping nt feeling well
ham,"If we hit it off, you can move in with me :)"
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,No probs hon! How u doinat the mo?
ham,I see a cup of coffee animation
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,Two teams waiting for some players
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
spam,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Home so we can always chat
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!"
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
ham,You'd like that wouldn't you? Jerk!
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Its sunny in california. The weather's just cool
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Ok...
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
ham,Any way where are you and what doing.
ham,Hope you are not scared!
ham,Yup bathe liao...
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,WHO ARE YOU SEEING?
ham,If you ask her or she say any please message.
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham,Lmao. Take a pic and send it to me.
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,"Kate jackson rec center before 7ish, right?"
ham,No no. I will check all rooms befor activities
ham,I'm at work. Please call
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,"How about clothes, jewelry, and trips?"
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Ya but it cant display internal subs so i gotta extract them
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
ham,Stupid auto correct on my phone
ham,Discussed with your mother ah?
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,So what about you. What do you remember
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
ham,Ha ha ha good joke. Girls are situation seekers.
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,Jus finish watching tv... U?
ham,Anything lor... U decide...
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,"When you get free, call me"
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,This weekend is fine (an excuse not to do too much decorating)
ham,Otherwise had part time job na-tuition..
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,"Sorry, I'll call later"
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,Goodnight da thangam I really miss u dear.
ham,No b4 Thursday
ham,U dun say so early hor... U c already then say...
ham,"Yeah, probably earlier than that"
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Tomarrow final hearing on my laptop case so i cant.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
ham,Aiyo please ü got time meh.
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,What's up. Do you want me to come online?
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,Come to my home for one last time i wont do anything. Trust me.
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,Moji just informed me that you saved our lives. Thanks.
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Then we gotta do it after that
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Want to finally have lunch today?
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,Yes:)here tv is always available in work place..
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,I dunno lei... Like dun haf...
ham,R u still working now?
ham,Are you available for soiree on June 3rd?
ham,So how many days since then?
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt;
ham,Thanx a lot...
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,I'm home...
ham,Mm that time you dont like fun
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248
ham,Lol I would but despite these cramps I like being a girl.
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Lmao but its so fun...
ham,Sorry. || mail? ||
ham,Then get some cash together and I'll text jason
ham,"(No promises on when though, haven't even gotten dinner yet)"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Customer place i will call you
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Aight sorry I take ten years to shower. What's the plan?
ham,How much r ü willing to pay?
ham,I anything lor...
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
ham,"sry can't talk on phone, with parents"
ham,LMAO where's your fish memory when I need it?
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,Mom wants to know where you at
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
ham,Check audrey's status right now
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,"As usual..iam fine, happy &amp; doing well..:)"
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,No..jst change tat only..
ham,Yeah it's jus rite...
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Give me a sec to think think about it
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Will do. Have a good day
ham,Should I head straight there or what
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,Is toshiba portege m100 gd?
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Actually i'm waiting for 2 weeks when they start putting ad.
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,Msg me when rajini comes.
ham,I called and said all to him:)then he have to choose this future.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,I'm hungry buy smth home...
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,U can call now...
ham,Don know..wait i will check it.
ham,Just normal only here :)
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!
ham,Sday only joined.so training we started today:)
ham,Yes. Rent is very expensive so its the way we save.
ham,Anytime lor...
ham,Yup
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,"I didnt get ur full msg..sometext is missing, send it again"
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,I am not sure about night menu. . . I know only about noon menu
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,"Sorry, I'll call later in meeting."
ham,Yo theres no class tmrw right?
ham,I had askd u a question some hours before. Its answer
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!"
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time
ham,You call him and tell now infront of them. Call him now.
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Will be office around 4 pm. Now i am going hospital.
ham,"Yes, my reg is  Ciao!"
ham,Lol no. U can trust me.
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,Great. Never been better. Each day gives even more reasons to thank God
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,"Fuuuuck I need to stop sleepin, sup"
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Even if he my friend he is a priest call him now
ham,Jay says that you're a double-faggot
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,"It's ok, at least armand's still around"
ham,No need lar i go engin? Cos my sis at arts today...
ham,Can ü all decide faster cos my sis going home liao..
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,All done? All handed in? Celebrations in full swing yet?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
ham,Da is good good player.why he is unsold.
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,Wat time u finish ur lect today?
ham,Hi:)cts employee how are you?
ham,Raviyog Peripherals bhayandar east
ham,Waaaat?? Lololo ok next time then!
ham,You in your room? I need a few
ham,WHORE YOU ARE UNBELIEVABLE.
ham,I am joining today formally.Pls keep praying.will talk later.
ham,2mro i am not coming to gym machan. Goodnight.
ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
ham,How much i gave to you. Morning.
ham,I;m reaching in another 2 stops.
ham,Are you coming to day for class.
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,What you doing?how are you?
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,I did. One slice and one breadstick. Lol
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,Cos darren say ü considering mah so i ask ü...
ham,Everybody had fun this evening. Miss you.
ham,I have a rather prominent bite mark on my right cheek
ham,No probably  &lt;#&gt; %.
